S,0,0,0,7.4e-11,2
S,0,0,0,7.7e-11,2
S,1.6e-11,2140,300,1.2e-14,2
S,0,0,0,1e-14,0
S,1.2e-11,-40,250,1.4e-10,1.3
S,3.4e-11,-160,200,5.8e-11,1.25
S,2.3e-10,0,250,2.3e-10,3
S,1.2e-11,0,250,1.2e-11,3
S,6.2e-11,-130,130,9.6e-11,1.2
S,0,0,0,1e-10,2
S,2.5e-12,130,250,1.6e-12,1.5
S,5.8e-12,-100,200,8.1e-11,1.5
S,6.5e-12,-135,50,1e-11,1.2
S,3.2e-11,1250,200,4.8e-13,1.2
S,3.1e-11,1350,500,3.3e-13,1.5
S,8.2e-12,1325,300,9.6e-14,1.3
S,2e-11,1200,500,3.5e-13,1.3
S,1.2e-11,1630,500,5e-14,1.5
S,0,0,0,3e-18,5
S,1.2e-11,1390,500,1.1e-13,2
S,5.5e-12,1675,200,2e-14,1.3
S,5.9e-12,2430,200,1.7e-15,1.3
S,2.8e-12,1790,400,7e-15,2
S,1.8e-11,290,500,6.8e-12,3
S,1.4e-11,880,500,7.3e-13,3
S,1.4e-11,880,500,7.3e-13,3
S,6.4e-12,950,500,2.6e-13,1.3
S,7.2e-12,2390,500,2.4e-15,3
S,2.6e-11,1060,500,7.5e-13,3
S,1.8e-12,2000,300,2.2e-15,1.2
S,1.4e-12,2420,500,4.2e-16,1.2
S,1.2e-11,3880,500,2.6e-17,5
S,5.5e-12,1610,500,2.5e-14,3
S,7.7e-12,1720,500,2.4e-14,3
S,1.8e-12,1710,500,5.9e-15,3
S,0,0,0,1.5e-15,1.2
S,7.85e-11,2430,500,2.2e-15,1.5
S,4.4e-12,1750,500,1.2e-14,1.3
S,1.1e-12,1800,500,2.7e-15,1.3
S,0,0,0,2.4e-16,1.3
S,0,0,0,1.4e-17,0
S,1e-12,4000,0,1e-18,0
S,1e-12,4800,0,1e-19,0
S,6.4e-12,-290,100,1.7e-11,1.15
S,4.7e-13,0,400,4.7e-13,1.5
S,1e-12,4300,0,6e-19,0
S,1e-12,3700,0,4e-18,0
S,1e-12,3700,0,4e-18,0
S,1e-12,2100,0,1e-15,0
S,3.3e-12,115,115,2.2e-12,1.5
S,1e-12,1590,300,4.8e-15,1.5
S,3e-11,2450,500,8e-15,1.5
S,3.5e-13,1370,300,3.5e-15,1.5
S,0,0,0,1e-20,0
S,1.9e-11,-230,150,4.1e-11,1.5
S,5.8e-12,1500,200,3.8e-14,1.3
S,1.2e-10,430,300,2.8e-11,3
S,4.2e-11,0,600,4.2e-11,1.3
S,0,0,0,7.5e-11,3
S,1.1e-10,0,250,1.1e-11,1.2
S,4e-12,1470,150,2.9e-14,1.1
S,2.4e-12,900,300,1.2e-13,1.1
S,1.6e-12,710,200,1.5e-13,2
S,1.1e-12,1400,200,1e-14,1.1
S,2.3e-12,930,150,1e-13,1.2
S,0,0,0,1.5e-16,0
S,0,0,0,5e-16,0
S,0,0,0,1.2e-16,0
S,1.4e-12,1340,200,1.6e-14,1.3
S,7.2e-13,1110,150,1.8e-14,1.5
S,1.3e-12,995,150,4.5e-14,1.5
S,9.3e-13,1250,150,1.4e-14,1.5
S,0,0,0,1.5e-16,0
S,1.5e-11,600,600,2e-12,2
S,3.4e-12,-540,200,2.1e-11,1.5
S,0,0,0,1e-16,0
S,4.3e-11,1370,500,4.3e-13,3
S,1.5e-11,1060,100,4.3e-13,1.2
S,6.4e-12,810,100,4.2e-13,1.2
S,1.7e-11,800,200,1.2e-12,1.2
S,1e-11,3000,0,5e-16,0
S,0,0,0,1.6e-11,2
S,1.7e-11,800,200,1.1e-12,1.3
S,2.6e-11,1300,300,3.4e-13,2
S,2.1e-11,470,150,4.3e-12,1.3
S,0,0,0,3e-12,2
S,1e-12,3200,0,2e-17,0
S,8.8e-12,-260,130,2.1e-11,1.15
S,0,0,0,1e-12,3
S,1.6e-12,-430,200,6.8e-12,1.25
S,2.9e-12,-220,200,6.1e-12,1.25
S,5.8e-13,-170,200,1e-12,1.25
S,1.5e-12,-230,150,3.2e-12,1.15
S,4e-12,-300,200,1.1e-11,1.5
S,1.4e-10,0,250,1.4e-10,1.4
S,0,0,0,1.2e-10,2
S,0,0,0,1.8e-10,2
S,0,0,0,3e-11,2
S,3.1e-12,1120,500,7.2e-14,3
S,0,0,0,3.1e-14,5
S,1.5e-11,1090,500,3.8e-13,2
S,0,0,0,8.4e-11,1.5
S,2.3e-11,870,200,1.2e-12,1.2
S,0,0,0,1.2e-11,2
S,9.1e-12,-240,150,2e-11,1.2
S,5.1e-12,-280,200,1.3e-11,2
S,0,0,0,6.9e-11,1.5
S,1.5e-11,-500,500,8e-11,1.5
S,8.4e-11,2620,600,1.3e-14,2.5
S,0,0,0,1.6e-10,5
S,2.7e-10,760,250,2.1e-11,1.1
S,9.2e-12,1800,550,2.2e-14,1.7
